PDS,ANZ_S,RTS_E26110.0,RTS_E26110.1,RTS_E26110.3,RTS_E26110.3.MW_A_PR,RTS_E26110.3.MW_M_PR,RTS_E26110.3.MW_A_PW,RTS_E26110.3.MW_M_PW,RTS_E26110.4,RTS_E26110.4.MW_A_PR,RTS_E26110.4.MW_M_PR,RTS_E26110.4.MW_A_PW,RTS_E26110.4.MW_M_PW,RTS_E26110.9,RTS_E26100.0,RTS_E26100.1,RTS_E26100.3,RTS_E26100.3.MW_A_PR,RTS_E26100.3.MW_M_PR,RTS_E26100.3.MW_A_PW,RTS_E26100.3.MW_M_PW,RTS_E26100.4,RTS_E26100.4.MW_A_PR,RTS_E26100.4.MW_M_PR,RTS_E26100.4.MW_A_PW,RTS_E26100.4.MW_M_PW,RTS_E26100.9,RTS_E26090.0,RTS_E26090.1,RTS_E26090.3,RTS_E26090.3.MW_A_PR,RTS_E26090.3.MW_M_PR,RTS_E26090.3.MW_A_PW,RTS_E26090.3.MW_M_PW,RTS_E26090.4,RTS_E26090.4.MW_A_PR,RTS_E26090.4.MW_M_PR,RTS_E26090.4.MW_A_PW,RTS_E26090.4.MW_M_PW,RTS_E26090.9,RTS_E26080.0,RTS_E26080.1,RTS_E26080.3,RTS_E26080.3.MW_A_PR,RTS_E26080.3.MW_M_PR,RTS_E26080.3.MW_A_PW,RTS_E26080.3.MW_M_PW,RTS_E26080.4,RTS_E26080.4.MW_A_PR,RTS_E26080.4.MW_M_PR,RTS_E26080.4.MW_A_PW,RTS_E26080.4.MW_M_PW,RTS_E26080.9,RTS_E26070.0,RTS_E26070.1,RTS_E26070.3,RTS_E26070.3.MW_A_PR,RTS_E26070.3.MW_M_PR,RTS_E26070.3.MW_A_PW,RTS_E26070.3.MW_M_PW,RTS_E26070.4,RTS_E26070.4.MW_A_PR,RTS_E26070.4.MW_M_PR,RTS_E26070.4.MW_A_PW,RTS_E26070.4.MW_M_PW,RTS_E26070.9,RTS_E26060.0,RTS_E26060.1,RTS_E26060.3,RTS_E26060.3.MW_A_PR,RTS_E26060.3.MW_M_PR,RTS_E26060.3.MW_A_PW,RTS_E26060.3.MW_M_PW,RTS_E26060.4,RTS_E26060.4.MW_A_PR,RTS_E26060.4.MW_M_PR,RTS_E26060.4.MW_A_PW,RTS_E26060.4.MW_M_PW,RTS_E26060.9,RTS_E26050.0,RTS_E26050.1,RTS_E26050.3,RTS_E26050.3.MW_A_PR,RTS_E26050.3.MW_M_PR,RTS_E26050.3.MW_A_PW,RTS_E26050.3.MW_M_PW,RTS_E26050.4,RTS_E26050.4.MW_A_PR,RTS_E26050.4.MW_M_PR,RTS_E26050.4.MW_A_PW,RTS_E26050.4.MW_M_PW,RTS_E26050.9,RTS_E26040.0,RTS_E26040.1,RTS_E26040.3,RTS_E26040.3.MW_A_PR,RTS_E26040.3.MW_M_PR,RTS_E26040.3.MW_A_PW,RTS_E26040.3.MW_M_PW,RTS_E26040.4,RTS_E26040.4.MW_A_PR,RTS_E26040.4.MW_M_PR,RTS_E26040.4.MW_A_PW,RTS_E26040.4.MW_M_PW,RTS_E26040.9,RTS_E26030.0,RTS_E26030.1,RTS_E26030.3,RTS_E26030.3.MW_A_PR,RTS_E26030.3.MW_M_PR,RTS_E26030.3.MW_A_PW,RTS_E26030.3.MW_M_PW,RTS_E26030.4,RTS_E26030.4.MW_A_PR,RTS_E26030.4.MW_M_PR,RTS_E26030.4.MW_A_PW,RTS_E26030.4.MW_M_PW,RTS_E26030.9,RTS_E26020.0,RTS_E26020.1,RTS_E26020.3,RTS_E26020.3.MW_A_PR,RTS_E26020.3.MW_M_PR,RTS_E26020.3.MW_A_PW,RTS_E26020.3.MW_M_PW,RTS_E26020.4,RTS_E26020.4.MW_A_PR,RTS_E26020.4.MW_M_PR,RTS_E26020.4.MW_A_PW,RTS_E26020.4.MW_M_PW,RTS_E26020.9,RTS_E26010.0,RTS_E26010.1,RTS_E26010.3,RTS_E26010.3.MW_A_PR,RTS_E26010.3.MW_M_PR,RTS_E26010.3.MW_A_PW,RTS_E26010.3.MW_M_PW,RTS_E26010.4,RTS_E26010.4.MW_A_PR,RTS_E26010.4.MW_M_PR,RTS_E26010.4.MW_A_PW,RTS_E26010.4.MW_M_PW,RTS_E26010.9
1485326,103,7,,,,,,,96,"1,020833","15,3125",",32223","4,833444",,1,32,3,3,"31,666667",",770343","8,329657",67,"2,402985","65,298507",",738692","20,231279",,7,11,36,"3,722222","186,111111",",964249","48,212436",49,"4,142857","206,326531","1,476263","73,519936",,77,,2,1,"42,5",",359211","15,289474",24,"3,833333","181,041667","1,14496","54,317707",,56,2,5,1,30,",282591","8,477719",40,"2,425",120,",747748","36,30771",,,,4,1,60,",327315","19,638889",99,"3,070707","167,777778",",976249","53,335388",,6,37,3,2,65,",639506","20,783951",57,2,90,",594781","26,765129",,,1,14,"12,142857","218,928571","3,772495","68,018246",88,"23,420455","478,693182","7,034327","142,951907",,82,14,3,"4,666667",135,"1,766976","50,950464",4,"11,25","337,5","3,07146","92,143791",,69,22,9,"2,222222","66,666667",",764179","22,925381",3,"3,666667",110,"1,345098","40,352941",,,,29,"36,241379","1078,62069","10,94922","325,991278",74,"48,337838","1447,162162","14,696391","439,851193",
1485327,353,122,,,,,,,231,"1,510823","52,077922",",464418","16,001939",,82,146,64,"1,671875","33,125",",514878","10,169098",61,"3,819672","68,770492","1,136929","20,494897",,315,12,11,"5,909091","189,545455","1,63107","52,131768",15,"6,466667",243,"2,047733","76,541322",,326,2,,,,,,25,"2,96","157,2",",850965","44,90815",,63,,2,"1,5",30,",462963","8,888889",288,"1,756944","117,239583",",546945","36,418389",,111,7,16,1,60,",351757","21,105392",219,"2,671233","158,47032",",824182","48,845737",,333,,19,1,60,",315408","18,924489",1,2,120,",7",42,,33,73,56,"14,107143","212,232143","4,324591","64,533969",191,"32,638743","580,078534","9,766562","172,599488",,274,12,23,"5,913043","177,391304","1,745239","52,357184",44,8,"239,659091","2,500697","74,935677",,16,113,4,"6,75","91,25","1,768492","25,228214",220,"17,222727","231,295455","5,421607","72,941185",,,3,34,"35,264706","1056,617647","10,812781","324,074618",316,"54,462025","1635,174051","16,561794","497,188942",
1485328,211,2,,,,,,,209,"1,382775","71,339713",",418014","21,672138",,3,,1,1,30,",35","10,5",207,"1,821256","78,550725",",540044","23,349661",,144,14,29,"3,586207","179,310345","1,008019","50,400965",24,4,200,"1,4",70,,4,,24,1,50,",317593","15,87963",183,"2,874317","141,147541",",857828","42,175331",,3,,,,,,,208,"2,341346","155,192308",",711872","47,010146",,,,,,,,,211,"6,317536","219,78673","1,913132","66,792516",,3,1,3,1,60,",35",21,204,"2,019608","105,882353",",615306","32,263582",,,1,14,"12,357143","267,857143","3,329669","72,301059",196,"24,260204","641,938776","7,259113","192,002021",,20,45,32,"5,25","157,5","1,624064","48,721916",114,"11,517544","345,526316","3,333484","100,004508",,4,,,,,,,207,"28,333333","428,333333","8,449294","127,673324",,,1,10,"40,9",1227,"11,228747","336,862418",200,"58,42","1752,6","17,297302","518,919073",
1485329,208,66,,,,,,,142,"1,049296","15,950704",",330078","5,005937",,31,111,27,"1,222222",30,",352234","8,792775",39,"2,384615","63,076923",",736451","19,507654",,175,10,11,"4,545455","165,454545","1,388845","50,906625",12,"6,916667","239,166667","2,118739","73,805519",,8,18,,,,,,182,"2,065934","94,78022",",641033","29,493846",,14,,20,1,30,",324855","9,745641",174,"2,436782","132,068966",",733952","39,756906",,13,36,50,"1,42",60,",448771","18,813762",109,"2,40367","110,779817",",750476","34,559207",,28,15,44,"1,022727",60,",337674","19,730114",121,"2,214876","126,942149",",661027","37,943549",,1,1,4,"8,75","246,25","2,454737","69,304487",202,"30,465347","841,262376","9,135107","251,410689",,97,62,33,"4,969697","155,454545","1,576939","49,429372",16,"7,75","247,5","2,694176","85,97857",,3,27,81,"4,82716","95,802469","1,290916","25,492894",97,"5,329897","108,195876","1,876584","37,890172",,,1,1,45,1345,"9,264706","276,911765",206,"78,014563","2504,854369","23,714892","760,734978",
1485330,358,20,,,,,,,338,"1,414201","32,514793",",461844","10,657079",,3,,3,"1,666667",30,",583333","10,5",352,"4,099432","104,829545","1,342511","34,544986",,298,29,11,"3,454545","155,454545","1,052323","47,354551",20,"5,05","227,25","1,579613","71,082598",,325,11,10,1,45,",308366","13,876471",12,"2,083333",100,",644653","31,263617",,206,,2,1,30,",277941","8,338236",150,"1,266667","82,2",",415254","26,931506",,2,,32,1,60,",330696","19,841774",324,"3,274691","196,388889","1,091234","65,441653",,15,84,47,"1,042553",60,",341635","19,904312",212,"2,023585","93,820755",",671553","31,118563",,1,45,66,"8,106061","211,363636","2,625402","68,39763",246,"17,495935","397,784553","5,711809","129,849644",,,178,84,"4,5","143,571429","1,459244","46,59845",96,"7,291667","243,125","2,404901","80,244826",,2,18,31,"2,258065","67,258065",",731479","21,766104",307,"11,602606","292,198697","3,832927","96,007725",,,7,32,"33,84375","948,28125","11,066786","313,809487",319,"55,564263","1995,893417","17,92717","646,117274",
1485331,30,28,,,,,,,2,1,15,",30463","4,569445",,19,4,1,2,40,",518519","10,37037",6,"5,833333","94,166667","1,965741","31,716049",,28,,1,4,200,"1,037037","51,851852",1,4,200,"1,4",70,,29,,,,,,,1,4,200,"1,333333","66,666667",,28,,1,1,30,",35","10,5",1,1,45,",411765","18,529412",,,29,,,,,,1,2,80,",518519","20,740741",,14,15,,,,,,1,2,95,",7","33,25",,,6,8,"6,875","202,5","2,174537","63,923611",16,"15,4375","385,625","5,036907","125,702278",,7,17,2,4,135,"1,366667","46,25",4,"9,5","292,5","2,920881","90,714654",,1,8,16,"2,25","72,5",",74071","24,310429",5,"6,6",116,"2,281787","40,645752",,,2,2,"27,5",960,"9,888889",345,26,"48,884615","1624,615385","16,18602","537,950879",
1485332,366,94,,,,,,,272,"1,275735","21,360294",",381904","6,389684",,19,57,50,"1,7","33,4",",551184","10,831466",240,"4,029167","79,958333","1,171079","23,363677",,301,30,24,"4,958333","148,75","1,561592","46,847767",11,"8,181818","245,454545","2,54438","76,331402",,72,1,,,,,,293,"1,34471","80,682594",",408288","24,497258",,8,,3,3,30,"1,018182","10,181818",355,"4,135211","136,352113","1,243409","41,608949",,7,16,147,"1,326531","63,265306",",403319","19,355564",196,"2,285714","125,663265",",699491","38,586261",,9,,8,1,60,",291631","17,497887",349,"2,653295","159,197708",",815571","48,934227",,,13,21,"18,047619","240,714286","5,447009","72,116188",332,"32,38253","547,063253","9,719675","163,688032",,5,105,106,"6,632075","198,962264","1,756431","52,692922",150,"6,806667","205,6","2,198244","66,322037",,,6,3,"3,333333","78,333333","1,071605","24,867284",357,"8,22409","192,478992","2,483073","58,146367",,,,2,29,970,"9,158334","306,541667",364,"51,436813","1976,813187","15,448249","594,092515",
1485333,330,2,,,,,,,328,"1,60061","38,871951",",54447","13,240142",,24,,154,1,30,",345874","10,376208",152,"2,894737","79,835526",",97175","26,822007",,152,13,17,"2,235294","134,117647",",771881","46,312839",148,"4,581081","274,864865","1,57103","94,261826",,268,9,1,2,45,",7","15,75",52,"3,153846","154,615385","1,056748","51,964373",,273,,19,1,30,",336727","10,101808",38,"1,368421","70,263158",",460873","23,650775",,,,,,,,,330,"6,166667","231,818182","2,086827","78,594518",,13,12,5,2,69,",652811","22,325159",300,"4,553333","148,85","1,55372","50,771813",,,6,23,"11,347826","197,173913","3,917179","68,34946",301,"23,654485","442,956811","7,978456","149,204072",,281,8,13,"4,923077","147,692308","1,648786","49,463573",28,"7,178571","215,357143","2,437595","73,127852",,,15,114,"3,061404","76,447368","1,051884","26,273087",201,"6,348259","163,507463","2,159281","55,558119",,,27,247,"31,165992","916,720648","10,55023","310,398896",56,"38,267857","1135,446429","12,928667","383,475646",
1485334,46,2,,,,,,,44,"3,159091","47,386364",",976393","14,645892",,,2,,,,,,44,"3,704545","121,022727","1,191092","39,008788",,36,3,1,3,180,",954545","57,272727",6,"3,166667",190,"1,072778","64,366667",,16,,22,1,50,",327854","16,392677",8,3,"123,75",",951239","39,501054",,17,8,2,1,35,",334445","11,977778",19,"2,526316","141,052632",",76413","41,629099",,5,2,9,"1,111111","56,666667",",346135","17,199776",30,"2,766667",121,",902043","39,142057",,7,17,,,,,,22,2,95,",637419","30,27738",,,5,7,"8,428571","225,714286","2,688064","71,500673",34,"17,323529","399,705882","5,29648","122,652053",,22,22,1,2,150,",7","52,5",1,3,240,",84","67,2",,45,1,,,,,,,,,,,,,1,10,"26,9",967,"8,863099","319,382609",35,"41,628571",1441,"12,772922","442,540628",
1485335,454,,,,,,,,454,"1,030837","20,715859",",356783","7,167345",,1,7,16,"1,9375",30,",678125","10,5",430,"3,151163","84,976744","1,092777","29,448972",,419,5,8,"2,25",135,",727222","43,633333",22,"3,181818","190,909091","1,118939","67,136364",,381,1,,,,,,72,"1,486111","85,833333",",508678","29,354004",,323,,55,1,30,",341848","10,255437",76,"1,618421","95,526316",",558355","33,020284",,,3,10,2,60,",681852","20,455556",441,"4,054422","163,333333","1,407045","56,69669",,7,44,,,,,,403,2,90,",694824","31,267087",,,9,22,"6,727273","201,818182","2,331719","70,13834",423,"10,338061","288,498818","3,575339","99,722364",,7,18,313,"1,214058","125,335463",",423387","43,798639",116,"4,103448","278,534483","1,439034","97,813181",,,19,33,"3,787879","78,181818","1,149322","23,557565",402,"5,047264","102,773632","1,768278","36,045808",,,,5,"34,6",1020,"9,95037","293,688889",449,"55,182628","1590,334076","19,090819","550,275807",
